# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  260,19890717,  276,   10,   15,   26,   11,    5,    2,   67,   24,  148,   76,    3,  187,   18,   41,     ,    1,    1,  619,    0,   -1,   -1,     ,   10,10239,10264,     ,10191,     ,   14,   23,   80,   12,    6,   86,  100,   22,   71,   11
  260,19890718,  339,   31,   31,   62,   10,   15,    4,  108,   10,  152,  129,    3,  195,   16,  117,     ,   37,   23, 1680,    1,    1,    1,     ,   28,10216,10240,     ,10190,     ,   40,    1,   80,    5,    7,   70,   91,    1,   49,   11
  260,19890719,  334,   21,   21,   36,   17,    5,   23,   72,   12,  155,  100,   24,  209,   15,   59,     ,  119,   74, 2640,    0,    0,    0,     ,   44,10248,10255,     ,10240,     ,   80,    1,   80,    1,    3,   66,   96,   24,   51,   11
  260,19890720,   43,   10,   15,   41,   17,    0,    1,   77,   17,  178,   78,    4,  248,   16,   46,     ,  141,   88, 2498,    0,    0,    0,     ,   44,10241,10251,     ,10232,     ,   45,   24,   80,    3,    3,   71,   97,    2,   50,   14
  260,19890721,   87,   31,   31,   51,   15,   10,    1,   98,   16,  206,  128,    5,  272,   14,  100,     ,  121,   75, 2474,    0,    0,    0,     ,   46,10224,10241,     ,10199,     ,   25,    4,   78,   21,    4,   57,   92,    4,   29,   15
  260,19890722,  125,   21,   26,   36,   14,   10,    6,   67,   14,  244,  170,    4,  322,   14,  150,     ,   89,   56, 2144,    0,   -1,   -1,     ,   42,10172,10196,     ,10154,     ,   63,    5,   75,    2,    4,   46,   65,    6,   27,   13
  260,19890723,    0,    0,   15,   41,   12,    5,    2,   82,   13,  212,  165,   24,  279,   12,  140,     ,   48,   30, 1453,    8,   12,    9,     ,   27,10169,10190,     ,10148,     ,   35,    5,   65,    3,    5,   78,   98,   24,   58,    2
  260,19890724,  357,   26,   26,   51,   15,    5,    1,   93,   18,  202,  148,    3,  260,   12,  120,     ,  125,   78, 2453,    0,   -1,   -1,     ,   45,10201,10206,     ,10190,     ,    2,    4,   64,   17,    3,   76,  100,    1,   54,   10
  260,19890725,  288,   10,   15,   26,   13,    5,    4,   46,   13,  186,  150,   24,  230,   13,  126,     ,    2,    1,  864,    1,    1,    1,     ,   15,10196,10200,     ,10191,     ,   25,    8,   58,   11,    7,   82,   97,   24,   66,   12
  260,19890726,  267,   15,   26,   51,   13,    5,    1,  108,   16,  189,  122,    4,  263,   14,  100,     ,   43,   27, 1839,    0,    0,    0,     ,   33,10199,10218,     ,10189,     ,    0,    4,   60,   16,    4,   83,   99,    3,   59,   13
  260,19890727,  320,   21,   21,   41,   13,    5,    5,   82,   14,  177,  115,   24,  241,   14,   79,     ,  111,   70, 2270,    0,    0,    0,     ,   40,10222,10233,     ,10213,     ,   45,    3,   80,   14,    4,   72,  100,    5,   42,   15
  260,19890728,  260,   15,   21,   41,   14,    5,    1,   93,   14,  180,  108,    2,  246,   14,   71,     ,   67,   43, 1868,    0,    0,    0,     ,   33,10226,10233,     ,10220,     ,   50,    6,   80,   18,    5,   67,   97,    1,   39,   14
  260,19890729,  223,   15,   26,   46,   11,    5,    2,   93,   14,  194,  127,    5,  259,   14,   98,     ,   47,   30, 1863,    0,    0,    0,     ,   34,10181,10219,     ,10134,     ,   56,    5,   75,   14,    6,   69,   93,   23,   41,   13
  260,19890730,  247,   36,   46,   82,   20,    5,    1,  175,   19,  162,  144,   18,  188,    9,  120,     ,    1,    1,  603,   48,  100,   31,     ,   10,10073,10126,     ,10036,     ,   30,   12,   75,   18,    7,   85,   94,   12,   77,   20
  260,19890731,  293,   31,   36,   62,   10,   10,   23,  123,    1,  141,  108,   24,  184,   10,   99,     ,   56,   36, 1483,   26,   54,   15,     ,   24,10103,10125,     ,10081,     ,   65,    1,   80,    8,    6,   81,   95,   23,   60,    8
  350,19890701,  237,   31,   36,   51,    8,   15,    1,  103,   16,  156,  126,    2,  176,   16,  109,     ,    0,    0,  586,   63,   88,   29,     ,   10,10099,10128,     ,10085,     ,   18,   11,   62,    9,    8,   87,   94,   11,   70,    3
  350,19890702,  336,   46,   51,   67,   17,   31,    1,  118,   17,  153,  134,   24,  181,   16,  127,     ,    0,    0,  696,    8,    2,    1,     ,   12,10175,10240,     ,10110,     ,   35,   11,   70,    9,    7,   83,   93,   12,   71,    9
  350,19890703,   38,   41,   46,   67,   13,   26,    5,  108,   13,  177,  119,    4,  237,   15,  114,     ,  123,   74, 2577,    0,    0,    0,     ,   45,10252,10263,     ,10242,     ,   56,    5,   75,    9,    2,   62,   94,    3,   38,   15
  350,19890704,   51,   51,   51,   77,   10,   31,    2,  134,   13,  187,  116,    4,  238,   16,  107,     ,  132,   80, 2753,    0,    0,    0,     ,   49,10237,10248,     ,10221,     ,   62,   20,   80,   10,    3,   62,   89,    3,   43,   10
  350,19890705,   51,   46,   46,   67,   13,   36,    1,  108,   13,  231,  163,    4,  290,   15,  158,     ,  127,   77, 2567,    0,    0,    0,     ,   49,10229,10240,     ,10214,     ,   56,   22,   65,    1,    0,   65,   86,    4,   47,   16
  350,19890706,  104,   36,   36,   57,   11,   21,    1,  108,   14,  253,  176,    5,  315,   15,  159,     ,  118,   72, 2419,    0,    0,    0,     ,   48,10192,10219,     ,10151,     ,   30,    4,   61,   19,    1,   57,   90,    4,   37,   15
  350,19890707,  200,   26,   41,   67,   13,   10,   23,  123,   19,  231,  174,   24,  281,   15,  162,     ,   87,   53, 2080,   11,    5,    3,     ,   40,10128,10146,     ,10113,     ,   56,    4,   75,   12,    5,   65,   93,   21,   49,   16
  350,19890708,  245,    5,   21,   36,   11,    5,    4,   72,   13,  198,  147,    5,  250,   13,  127,     ,   40,   24, 1647,    0,   -1,   -1,     ,   30,10138,10145,     ,10131,     ,   15,    5,   65,   11,    5,   76,   95,    4,   50,   14
  350,19890709,  329,   31,   36,   62,   14,   15,    1,     ,     ,  187,  152,   24,  232,   13,  150,     ,   32,   20, 1499,    0,   -1,   -1,     ,   27,10170,10220,     ,10138,     ,   10,    5,   65,   21,    7,   76,   94,    3,   55,   12
  350,19890710,  335,   21,   26,   46,   17,    5,   24,   87,   16,  162,  111,   24,  215,   15,   73,     ,   57,   35, 1473,    0,   -1,   -1,     ,   25,10232,10240,     ,10220,     ,   45,   21,   70,   16,    5,   68,   93,   24,   45,   15
  350,19890711,  317,   15,   21,   51,   17,    5,    1,   77,   16,  171,  102,    3,  234,   16,   77,     ,   69,   42, 1894,    0,    0,    0,     ,   33,10241,10248,     ,10237,     ,   16,    5,   63,   16,    4,   72,   95,    3,   48,   12
  350,19890712,  297,   36,   41,   67,   12,   15,    1,  123,   14,  179,  116,    3,  242,   12,   74,     ,  108,   66, 2448,    0,    0,    0,     ,   43,10219,10231,     ,10211,     ,    2,    3,   75,   12,    3,   67,   96,    5,   39,   10
  350,19890713,  301,   36,   41,   72,   13,   15,    1,  118,   13,  157,   95,    4,  222,   12,   67,     ,   83,   51, 1908,    0,    0,    0,     ,   32,10199,10215,     ,10190,     ,   59,    9,   80,   17,    4,   69,   94,    3,   49,   17
  350,19890714,  329,   36,   41,   72,    9,   10,   22,  129,   12,  142,   87,   24,  193,   14,   36,     ,   81,   50, 1881,    0,   -1,   -1,     ,   31,10220,10239,     ,10198,     ,   70,   24,   80,    7,    5,   63,   89,    4,   42,   13
  350,19890715,  285,   41,   46,   77,   14,   10,    1,  129,   15,  162,   81,    1,  233,   14,   49,     ,   97,   60, 2349,    0,    0,    0,     ,   40,10221,10232,     ,10211,     ,   60,    3,   75,   23,    5,   67,   91,    1,   43,   13
  350,19890716,  330,   31,   36,   62,   14,   10,   24,  118,   17,  157,   92,   24,  207,   14,   57,     ,   59,   36, 1381,    0,    0,    0,     ,   23,10249,10271,     ,10228,     ,   65,    3,   80,   16,    5,   68,   94,    2,   41,   16
  350,19890717,  272,   26,   31,   62,   16,   10,    1,  113,   17,  163,   82,    2,  226,   17,   52,     ,   27,   17, 1204,    0,   -1,   -1,     ,   20,10243,10268,     ,10194,     ,   48,   21,   75,    9,    6,   72,   93,    2,   53,   16
  350,19890718,  338,   46,   46,   67,   15,   15,   24,  118,   15,  159,  126,   24,  198,   15,  107,     ,   81,   50, 1796,    4,    1,    1,     ,   30,10217,10241,     ,10191,     ,   50,    1,   80,    6,    6,   63,   92,    1,   43,   16
  350,19890719,   10,   21,   26,   41,    9,    5,    5,   82,   17,  162,  117,    4,  217,   16,   93,     ,  117,   73, 2579,    0,    0,    0,     ,   44,10246,10256,     ,10238,     ,   60,   24,   80,    6,    3,   57,   81,   24,   43,   15
  350,19890720,   64,   21,   26,   41,   16,    5,    2,   87,   16,  184,   87,    3,  257,   16,   51,     ,  137,   85, 2679,    0,    0,    0,     ,   47,10237,10248,     ,10226,     ,   57,   24,   70,    4,    2,   59,   95,    4,   37,   13
  350,19890721,   89,   41,   41,   57,    8,   15,    1,  103,   11,  211,  122,    4,  277,   16,   88,     ,  117,   73, 2487,    0,    0,    0,     ,   46,10217,10235,     ,10192,     ,   40,    4,   70,   19,    5,   51,   88,    4,   32,   15
  350,19890722,   89,   31,   31,   46,   17,   21,    6,   77,   16,  255,  177,    3,  325,   15,  169,     ,  112,   70, 2377,    0,    0,    0,     ,   47,10168,10190,     ,10148,     ,   60,    6,   75,   15,    6,   41,   56,    6,   28,   18
  350,19890723,  303,   10,   26,   46,    3,    5,   23,   82,    6,  229,  190,    6,  285,   17,  174,     ,   44,   28, 1445,   41,   99,   78,     ,   28,10168,10188,     ,10144,     ,   34,    6,   70,    1,    6,   71,   93,    8,   47,   18
  350,19890724,    6,   26,   31,   51,   15,    5,    1,   87,   15,  214,  156,   24,  276,   14,  141,     ,  108,   68, 2262,    0,    0,    0,     ,   42,10198,10208,     ,10189,     ,   12,    4,   61,   19,    2,   68,   95,    1,   40,   14
  350,19890725,  262,   21,   21,   31,   13,   15,   23,   51,   13,  182,  145,   24,  213,   18,  126,     ,    0,    0,  698,    0,   -1,   -1,     ,   12,10200,10203,     ,10194,     ,   24,    7,   57,   17,    7,   81,   93,   24,   68,   16
  350,19890726,  280,   26,   36,   67,   16,   21,    1,  113,   14,  195,  132,    3,  262,   14,  119,     ,   45,   29, 1684,    0,    0,    0,     ,   30,10200,10219,     ,10186,     ,   11,    4,   70,   15,    4,   74,   95,    2,   52,   14
  350,19890727,  324,   21,   26,   51,   13,    5,    3,   98,   15,  181,  119,   24,  246,   14,   83,     ,  107,   68, 2301,    0,    0,    0,     ,   40,10222,10233,     ,10218,     ,   20,    4,   75,   10,    3,   63,   94,    2,   33,   15
  350,19890728,  260,   21,   26,   46,   16,    5,    1,   98,   12,  183,  112,    2,  251,   15,   80,     ,   54,   34, 1704,    0,    0,    0,     ,   30,10228,10235,     ,10223,     ,   57,    4,   70,    1,    4,   60,   91,    2,   37,   15
  350,19890729,  241,   21,   26,   51,   14,    5,    3,   98,   14,  195,  112,    5,  265,   15,   90,     ,   77,   49, 1865,    0,    0,    0,     ,   34,10183,10221,     ,10138,     ,   58,    4,   80,   16,    4,   63,   91,    5,   37,   16
  350,19890730,  245,   46,   51,   82,   19,   15,    1,  170,   19,  161,  146,   24,  179,   10,  139,     ,    7,    4,  582,   53,   50,   19,     ,   10,10085,10130,     ,10054,     ,   56,   12,   75,   17,    7,   80,   92,   12,   68,   18
  350,19890731,  298,   46,   51,   77,   13,   21,   21,  139,   13,  147,  106,   23,  184,   10,  105,     ,   52,   34, 1534,   41,  115,   45,     ,   25,10111,10129,     ,10089,     ,   56,   19,   80,    5,    6,   71,   94,   21,   48,   15
