# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  251,20190716,  297,   32,   33,   50,    7,   10,   21,   70,    2,  147,  136,    4,  161,   14,  135,    6,    0,    0,  751,    0,    0,    0,    1,   12,10185,10192,    1,10176,   24,   70,    1,   75,   12,     ,   84,   89,   22,   79,   13
  251,20190717,  173,   13,   27,   50,   22,   10,    1,   70,   24,  170,  137,    3,  216,   15,  130,   24,  103,   63, 2522,    0,    0,    0,    1,   43,10152,10173,    1,10125,   24,   64,   20,   80,   13,     ,   80,   93,   21,   59,   15
  251,20190718,  200,   37,   53,   80,   14,   30,   21,  100,   10,  178,  139,   24,  222,   12,  129,   24,   14,    9, 1388,   43,  125,   66,   18,   24,10103,10118,    1,10097,    9,   26,   18,   76,   13,     ,   84,   97,   18,   69,   10
  251,20190719,  204,   32,   37,   70,   23,   10,    2,  100,   22,  176,   98,    4,  228,   16,   68,    6,   78,   48, 2292,    7,   18,   14,   23,   40,10126,10134,   12,10111,   24,    2,    3,   81,   14,     ,   78,  100,    2,   60,   11
  251,20190720,  210,   60,   70,   90,   16,   40,    1,  130,   17,  187,  163,   24,  216,   14,  156,   24,   41,   25, 1187,   22,   41,   17,    8,   21,10092,10123,   24,10072,    8,   60,    8,   75,    5,     ,   85,   91,    8,   79,    5
  251,20190721,  259,   56,   58,   80,    8,   20,   20,  140,   12,  175,  127,   21,  205,   12,  115,   24,  136,   84, 2480,    0,    0,    0,    1,   43,10192,10223,   21,10126,    1,   70,    1,   82,   17,     ,   74,   89,   21,   59,   14
  251,20190722,  226,   74,   77,  110,   11,   40,   23,  140,   10,  195,  175,    1,  226,   16,  168,    6,   68,   42, 1929,    0,    0,    0,    1,   35,10210,10218,   21,10200,    5,   62,   24,   75,    1,     ,   82,   94,   24,   77,    1
  251,20190723,  166,   17,   37,   60,   23,   20,   15,   80,   23,  216,  181,    4,  253,   17,  172,    6,  149,   92, 2727,    0,    0,    0,    1,   51,10202,10215,    9,10171,   24,   57,   14,   75,   18,     ,   82,   95,    4,   66,   16
  251,20190724,  145,   17,   38,   70,    2,   10,   22,  100,   17,  238,  150,   24,  314,   14,  132,   24,  137,   85, 2519,    0,   -1,   -1,    1,   49,10144,10165,    1,10126,   15,    0,   23,   81,   15,     ,   74,   98,   23,   54,   13
  251,20190725,   73,   36,   39,   60,   15,   10,    1,   80,   15,  249,  137,    4,  320,   15,  126,    6,  105,   65, 2345,    0,    0,    0,    1,   46,10143,10161,    6,10120,   21,    1,    3,   80,    9,     ,   72,   99,    2,   45,   15
  251,20190726,   81,   66,   79,  100,   16,   50,    1,  140,    2,  269,  226,    3,  322,   13,  217,    6,  145,   90, 2569,    0,   -1,   -1,    1,   52,10096,10136,    2,10072,   24,   72,    3,   81,   11,     ,   62,   73,   19,   51,   12
  251,20190727,   79,  105,  106,  120,    3,   80,   24,  160,    3,  231,  202,   24,  287,   14,  197,   24,  140,   88, 2619,    0,    0,    0,    1,   50,10038,10068,    1,10022,   18,   63,    8,   80,    1,     ,   69,   83,   23,   56,   12
  251,20190728,   79,   36,   65,   90,    1,   50,   17,  110,    1,  214,  183,   24,  267,   15,  182,    6,  117,   73, 2478,    0,   -1,   -1,    1,   46,10037,10080,   24,10021,    3,   50,   19,   75,   18,     ,   81,   92,   19,   64,   14
  251,20190729,  247,   32,   43,   60,    2,   10,   20,   90,   14,  195,  129,   22,  248,   13,  103,   24,  118,   74, 2447,    0,    0,    0,    1,   44,10109,10125,   21,10081,    1,   68,    9,   82,   17,     ,   69,   87,    4,   39,   13
  251,20190730,  124,   21,   43,   80,   16,   20,   13,  110,   16,  212,  167,    1,  273,   15,  147,    6,  120,   76, 2428,    3,    3,    3,   22,   45,10110,10118,    1,10098,   15,   65,   22,   80,    8,     ,   68,   85,   21,   45,   15
  251,20190731,  211,   78,   82,  110,   11,   30,    2,  160,   11,  188,  159,    3,  219,   10,  150,    6,   65,   41, 1349,   22,  146,   84,   13,   24,10126,10141,   22,10107,    2,   38,   13,   75,    3,     ,   80,   93,   13,   70,   10
  260,20190701,  269,   31,   35,   50,   11,   20,    4,  110,   11,  180,  143,   23,  209,   11,  108,   24,  105,   63, 2210,    0,    0,    0,    1,   39,10184,10215,   23,10157,    2,   60,    4,   83,   11,    4,   67,   91,    3,   51,   14
  260,20190702,  335,   25,   29,   40,    8,   20,    1,   80,    8,  173,  117,   24,  217,   15,   88,   24,  120,   72, 2707,    0,    0,    0,    1,   47,10234,10247,   24,10212,    1,   70,    3,   83,    8,    3,   62,   87,   24,   42,   14
  260,20190703,    6,   26,   29,   50,   16,   10,    4,   90,   15,  150,   88,   24,  202,   14,   53,    6,   87,   52, 2009,    0,    0,    0,    1,   33,10261,10268,   22,10247,    3,   65,    2,   83,   12,    3,   66,   94,    4,   42,   12
  260,20190704,  307,   12,   17,   30,   15,    0,    4,   70,   17,  164,   66,    4,  228,   15,   40,    6,  140,   84, 2814,    0,    0,    0,    1,   48,10237,10268,    1,10191,   24,   63,    3,   83,   18,    6,   65,   97,    4,   43,   14
  260,20190705,  296,   24,   27,   40,   11,   10,   23,   80,   11,  188,  124,   24,  232,   13,  101,   24,  114,   69, 2708,    0,    0,    0,    1,   48,10172,10191,    1,10142,   24,   65,   24,   83,   19,    4,   63,   92,   24,   44,   14
  260,20190706,  285,   20,   26,   50,   10,   10,    1,  100,   13,  164,  113,   24,  229,   11,   94,   24,   54,   33, 1669,   25,   22,   11,   18,   28,10122,10141,   24,10108,    7,   56,    3,   82,   12,    6,   80,   96,    3,   59,   10
  260,20190707,  328,   23,   26,   50,   16,   10,    1,   90,   16,  140,   78,   24,  181,   15,   52,   24,   54,   33, 1668,    0,    0,    0,    1,   27,10162,10185,   22,10135,    3,   62,    1,   83,   15,    6,   71,   97,    2,   50,   13
  260,20190708,  318,   26,   30,   50,   11,   10,    3,  100,    9,  138,   79,    1,  167,   12,   51,    6,   35,   21, 1318,    3,    3,    1,    8,   21,10202,10217,   23,10183,    3,   65,    1,   83,   15,    7,   73,   92,    1,   60,   17
  260,20190709,  343,   21,   25,   40,   13,    0,   23,   80,   14,  147,   69,    4,  204,   15,   45,    6,  139,   84, 2731,    0,    0,    0,    1,   45,10215,10222,    7,10209,   17,   65,    2,   83,   18,    5,   65,   97,   24,   40,   16
  260,20190710,  177,   16,   20,   30,    8,   10,    1,   60,   10,  147,   88,    1,  187,   11,   69,    6,    2,    1,  950,   50,   39,   12,   16,   16,10192,10216,    1,10152,   24,   23,   23,   83,    8,    8,   81,   96,   22,   47,   11
  260,20190711,  253,   11,   23,   40,   16,   10,    8,   80,   13,  188,  137,   24,  238,   15,  120,   24,   58,   35, 1930,    0,   -1,   -1,    1,   34,10123,10148,    1,10113,   15,   33,    2,   82,   17,    7,   76,   97,   24,   54,   13
  260,20190712,  285,   19,   25,   40,    9,   10,    1,   90,   11,  168,  131,    2,  205,    9,  115,    6,   27,   16, 1102,   33,  286,  131,   12,   19,10124,10156,   24,10107,    3,   36,    4,   75,   16,    8,   87,   98,    2,   77,   16
  260,20190713,  329,   24,   27,   40,   13,   10,    6,   90,   13,  168,  145,   24,  197,   10,  139,   24,   16,   10, 1119,   13,   23,   16,    6,   19,10187,10209,   21,10158,    1,   40,    5,   80,   10,    8,   81,   95,    6,   69,   10
  260,20190714,  347,   28,   30,   50,   17,   20,    2,  100,   11,  157,  137,    5,  193,   16,  134,    6,   30,   18, 1392,    2,    1,    1,   10,   23,10207,10212,   20,10201,    3,   60,    6,   80,   13,    8,   75,   89,    6,   61,   16
  260,20190715,  333,   24,   25,   40,   16,   20,    1,   70,   16,  155,  134,    4,  185,   17,  131,    6,   19,   12, 1278,    0,   -1,   -1,    1,   21,10205,10210,    8,10200,   18,   59,    3,   80,   10,    8,   75,   91,    3,   65,   10
  260,20190716,  306,    8,   13,   20,    4,    0,    2,   40,    4,  157,  108,   24,  191,   18,   87,   24,   21,   13, 1001,    0,    0,    0,    1,   17,10188,10200,    1,10175,   23,   50,   23,   81,   16,    7,   77,   97,   24,   63,   16
  260,20190717,  100,    5,   13,   30,   17,    0,   20,   50,   12,  175,   87,    4,  248,   16,   70,    6,  113,   70, 2697,    0,    0,    0,    1,   47,10150,10173,    1,10124,   24,    5,    4,   83,   16,    5,   75,   98,    1,   46,   15
  260,20190718,  206,   26,   31,   50,   13,   10,    1,   90,   18,  190,  152,    1,  227,   11,  133,    6,   36,   22, 1626,    8,    7,    3,   18,   29,10110,10121,   24,10104,    7,   50,   19,   80,   11,    8,   74,   91,   19,   55,   13
  260,20190719,  204,   15,   21,   40,   14,    0,    3,   80,   14,  194,  141,    3,  243,   14,  124,    6,   59,   37, 2062,    0,    0,    0,    1,   37,10129,10138,    8,10113,   24,   56,    3,   83,   18,    8,   74,   97,    3,   47,   12
  260,20190720,  207,   28,   35,   50,   18,   20,   11,  110,   18,  194,  163,    1,  236,   16,  147,    6,   47,   29, 1192,   31,   84,   39,   11,   21,10107,10143,   24,10086,    6,   58,   10,   83,   18,    6,   76,   93,   11,   60,   18
  260,20190721,  275,   21,   25,   40,    1,    0,   21,   90,   13,  185,  135,   23,  226,   14,  120,   24,   80,   50, 2087,    0,    0,    0,    1,   37,10205,10233,   22,10147,    1,   61,    4,   83,   10,    7,   71,   95,    4,   48,   15
  260,20190722,  232,   25,   30,   50,    9,   10,    1,  100,    9,  206,  139,    1,  264,   15,  126,    6,  119,   74, 2563,    0,    0,    0,    1,   47,10224,10229,   10,10219,   17,   63,    4,   83,   17,    6,   71,   96,   23,   50,   17
  260,20190723,  110,   10,   20,   30,    9,   10,    1,   60,   18,  241,  131,    4,  319,   17,  111,    6,  149,   93, 2724,    0,    0,    0,    1,   53,10195,10221,    1,10158,   24,    6,    3,   83,   19,    1,   64,   98,    2,   36,   14
  260,20190724,  136,    8,   25,   40,   12,   10,    3,   80,   13,  264,  166,    4,  364,   16,  139,    6,  133,   83, 2558,    0,    0,    0,    1,   51,10141,10157,   23,10125,   14,   63,   24,   83,   15,    3,   60,   93,    3,   29,   14
  260,20190725,  110,   18,   20,   30,   11,   10,    1,   60,   12,  288,  166,    4,  375,   14,  148,    6,  129,   81, 2492,    0,    0,    0,    1,   52,10133,10155,    1,10108,   21,    7,    4,   82,   24,    3,   57,   98,    4,   27,   15
  260,20190726,   64,    7,   41,   60,   12,   20,   22,  120,   19,  288,  223,   24,  372,   14,  214,   24,  111,   70, 2456,    0,    0,    0,    1,   51,10083,10127,    1,10053,   24,   67,   24,   83,   20,    5,   50,   78,   24,   23,   15
  260,20190727,  242,   13,   24,   40,   13,   10,    9,   80,   14,  228,  185,   24,  288,   13,  181,    6,   84,   53, 2133,    5,   22,   16,   19,   41,10025,10046,    1,10010,   15,   38,   23,   83,    6,    7,   76,   94,   20,   52,   12
  260,20190728,  269,   25,   27,   40,   12,   20,    1,   90,   19,  195,  163,   24,  242,   11,  148,   24,   23,   15, 1153,    0,   -1,   -1,    1,   21,10042,10092,   24,10010,    3,   29,    4,   75,   16,    8,   83,   94,    2,   68,   10
  260,20190729,  255,    7,   21,   30,    7,   10,    2,   70,   11,  194,  139,   24,  251,   13,  106,   24,  113,   72, 2292,    0,    0,    0,    1,   41,10111,10123,   21,10093,    1,   33,    3,   83,   18,    2,   72,   97,    3,   45,   12
  260,20190730,  192,   21,   29,   60,   14,   10,    3,  110,   14,  218,  123,    4,  278,   12,   93,    6,  127,   81, 2401,    0,    0,    0,    1,   45,10109,10123,   23,10102,   13,   65,    3,   83,   16,    3,   59,   95,    4,   34,   14
  260,20190731,  205,   41,   42,   70,   10,   20,    4,  120,    9,  181,  158,   24,  211,   14,  145,   24,   59,   38, 1393,    4,   42,   20,   11,   25,10143,10161,   22,10122,    1,   59,   15,   80,   17,    5,   74,   86,   11,   67,   17
  350,20190701,  273,   38,   41,   70,   14,   10,   22,  110,   11,  180,  125,   24,  236,   12,   92,   24,  130,   78, 2551,    0,    0,    0,    1,   45,10190,10220,   23,10165,    2,   60,    6,   83,   16,    4,   68,   92,    4,   50,   12
  350,20190702,  353,   26,   33,   60,   18,   10,    4,  100,   18,  177,  102,    4,  234,   14,   62,    6,  129,   78, 2576,    0,    0,    0,    1,   45,10233,10247,   24,10218,    2,   62,    4,   83,   20,    3,   63,   96,    4,   36,   13
  350,20190703,   14,   38,   39,   60,   14,   10,    3,  110,   14,  160,   96,    4,  224,   13,   27,    6,  116,   70, 2506,    0,    0,    0,    1,   42,10258,10267,   23,10247,    2,   62,    3,   82,   19,    2,   64,   96,    3,   39,   13
  350,20190704,   17,   16,   20,   40,   20,   10,    1,   70,   19,  170,   84,    4,  240,   15,   33,    6,  148,   90, 2877,    0,    0,    0,    1,   50,10238,10267,    1,10200,   24,   61,    6,   82,    8,    4,   62,   90,    3,   39,   14
  350,20190705,  287,   26,   31,   70,   15,   10,    5,  110,   13,  192,  122,   24,  258,   13,   82,   24,   93,   56, 2493,    0,    0,    0,    1,   45,10175,10196,    1,10147,   24,   62,   23,   82,   19,    5,   64,   86,   24,   39,   16
  350,20190706,  283,   24,   34,   70,   13,   10,    1,  130,   13,  180,  115,    2,  257,   12,   78,    6,   68,   41, 1999,   24,   16,   12,   19,   35,10124,10143,    1,10110,   11,   57,    4,   83,   16,    7,   75,   95,   21,   51,   13
  350,20190707,  337,   29,   33,   60,   17,   10,    3,  100,   16,  150,   88,   24,  205,   13,   44,   24,  106,   64, 2213,    0,    0,    0,    1,   37,10163,10189,   24,10139,    1,   65,    2,   82,   20,    4,   67,   97,    4,   38,   15
  350,20190708,  321,   31,   35,   60,    9,   10,    1,  100,    9,  137,   76,   24,  185,   15,   22,   24,   24,   15, 1324,    0,    0,    0,    1,   21,10205,10221,   23,10189,    1,   65,    1,   82,   16,    7,   71,   97,    1,   52,   13
  350,20190709,  345,   19,   22,   40,    9,    0,    4,   80,   12,  146,   54,    3,  214,   15,    5,    6,   77,   47, 2202,    0,    0,    0,    1,   36,10215,10221,    6,10206,   17,   65,    1,   82,   15,    6,   64,   97,    1,   38,   14
  350,20190710,  158,   11,   19,   30,    7,   10,    1,   80,   12,  162,  109,    3,  211,   10,   61,    6,   18,   11, 1189,    6,    2,    2,   15,   20,10193,10214,    1,10154,   24,   56,   15,   82,   10,    8,   71,   88,   23,   42,   12
  350,20190711,  257,   23,   29,   60,   16,    0,   22,  110,   17,  195,  138,   24,  250,   15,   94,   24,   54,   33, 1903,    0,    0,    0,    1,   34,10126,10150,    1,10118,   15,   58,    2,   81,   17,    7,   70,   93,   24,   46,   12
  350,20190712,  292,   30,   34,   60,   15,   10,    1,  120,   15,  166,  121,    4,  209,   17,   95,    6,   51,   31, 1307,   34,   89,   46,   11,   22,10129,10161,   24,10109,    4,   35,    7,   80,   16,    7,   86,   96,    2,   67,   17
  350,20190713,  317,   37,   41,   60,   14,   20,    7,  110,   16,  172,  147,    1,  221,   15,  141,    6,   36,   22, 1438,   10,   12,    8,   12,   25,10189,10210,   22,10163,    1,   40,    8,   82,   15,    8,   81,   95,    8,   63,   15
  350,20190714,  347,   33,   35,   50,   14,   10,   24,   90,   11,  157,   94,   24,  189,   10,   58,   24,   20,   12, 1068,    0,   -1,   -1,    1,   18,10207,10212,   21,10202,    4,   65,   23,   83,   18,    7,   74,   93,   24,   63,   18
  350,20190715,  336,   22,   24,   40,   10,    0,   23,  100,   14,  146,  103,   24,  183,   14,   63,   24,   16,   10, 1058,    0,   -1,   -1,    1,   17,10206,10212,   11,10202,    2,   59,    8,   80,   10,    7,   79,   97,   22,   62,   12
  350,20190716,  293,   15,   18,   40,   16,    0,   21,   70,   11,  165,  110,    1,  219,   16,   89,   24,   53,   33, 1838,    0,    0,    0,    1,   31,10189,10203,    1,10174,   24,   61,   24,   80,    9,    7,   73,   94,    1,   51,   15
  350,20190717,  113,    8,   12,   20,   11,    0,    2,   50,   13,  184,   87,    5,  254,   15,   51,    6,   86,   53, 2330,    0,    0,    0,    1,   41,10149,10173,    1,10123,   24,   15,    3,   80,   16,    4,   70,   98,    1,   42,   14
