# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  251,19990717,  238,   57,   58,   90,   12,   20,   21,  120,   13,  172,  119,   22,  202,   12,   90,   24,   55,   33, 1912,    0,    0,    0,    1,   33,10174,10179,   14,10167,    5,     ,     ,     ,     ,     ,   87,   98,   24,   74,   12
  251,19990718,  172,   23,   37,   50,    3,   20,   16,   70,    3,  196,  146,    1,  236,   17,  132,    6,  119,   73, 2570,    0,    0,    0,    1,   46,10158,10173,    1,10137,   24,     ,     ,     ,     ,     ,   85,   96,    1,   68,   17
  251,19990719,  207,   23,   39,   80,   24,   10,   12,  120,   24,  210,  154,    2,  255,   12,  143,    6,   82,   50, 1945,    0,   -1,   -1,   13,   36,10108,10131,    1,10094,   24,     ,     ,     ,     ,     ,   84,   94,    2,   69,   12
  251,19990720,  223,   99,  101,  130,   13,   60,   24,  180,   16,  195,  176,   24,  228,   11,  173,   24,   51,   31, 1540,    0,   -1,   -1,    3,   28,10075,10090,    1,10058,   17,     ,     ,     ,     ,     ,   85,   90,   22,   77,   10
  251,19990721,  252,   87,   87,  110,   11,   50,    1,  200,   19,  163,  129,   19,  192,   12,  126,   24,   45,   28, 1483,   13,   26,   11,   22,   25,10087,10101,   16,10066,    1,     ,     ,     ,     ,     ,   77,   89,   22,   61,   12
  251,19990722,  297,   81,   92,  100,    1,   80,    8,  190,    1,  148,  133,   23,  166,   12,  130,   24,    1,    1,  532,   74,   64,   16,    9,    9,10130,10191,   24,10088,    3,     ,     ,     ,     ,     ,   87,   97,   11,   78,    3
  251,19990723,  296,   58,   69,   80,    1,   50,   21,  130,    1,  156,  135,    1,  180,   14,  130,    6,   62,   38, 1834,    0,   -1,   -1,    1,   31,10219,10234,   14,10193,    1,     ,     ,     ,     ,     ,   77,   91,   24,   66,   12
  251,19990724,  261,   52,   53,   80,   14,   30,    4,  120,   15,  186,  145,    5,  219,   13,  141,    6,  149,   92, 2672,    0,    0,    0,    1,   47,10214,10220,    8,10204,   24,     ,     ,     ,     ,     ,   85,   96,    5,   73,   15
  251,19990725,  341,   29,   35,   60,   14,   20,    2,   80,   11,  170,  131,    4,  208,   10,  113,   24,   75,   47, 1968,    0,    0,    0,    1,   34,10208,10221,   22,10195,    4,     ,     ,     ,     ,     ,   86,   99,    5,   75,   14
  251,19990726,   16,   49,   50,   70,   13,   40,    3,  100,   12,  160,  137,   20,  191,   12,  124,   24,   95,   59, 2391,    0,    0,    0,    1,   40,10247,10259,   21,10223,    1,     ,     ,     ,     ,     ,   68,   79,    1,   60,   14
  251,19990727,   35,   50,   51,   70,    9,   30,    6,  110,   13,  157,  134,   22,  188,   14,  125,   24,   62,   39, 1871,    0,    0,    0,    1,   31,10253,10259,    8,10246,   17,     ,     ,     ,     ,     ,   68,   78,   22,   59,   13
  251,19990728,   44,   60,   60,   90,   15,   30,    4,  120,   14,  167,  120,    6,  198,   13,  113,    6,  122,   77, 2395,    0,    0,    0,    1,   41,10241,10247,    5,10232,   17,     ,     ,     ,     ,     ,   80,   93,   23,   71,   12
  251,19990729,   63,   61,   62,   80,   13,   40,    2,  120,   15,  190,  143,    3,  237,   12,  128,    6,  148,   93, 2718,    0,    0,    0,    1,   49,10220,10234,    8,10200,   24,     ,     ,     ,     ,     ,   76,   94,    1,   56,   10
  251,19990730,   64,   48,   49,   80,   16,   30,    9,  110,   16,  204,  140,    5,  264,   15,  126,    6,  140,   88, 2605,    0,    0,    0,    1,   48,10181,10199,    1,10170,   24,     ,     ,     ,     ,     ,   72,   95,    3,   49,   16
  251,19990731,   80,   41,   43,   60,   15,   20,    6,   90,   16,  219,  146,    5,  278,   14,  136,    6,  140,   89, 2530,    0,    0,    0,    1,   48,10160,10167,    1,10149,   17,     ,     ,     ,     ,     ,   72,   94,    3,   48,   12
  260,19990701,  205,   34,   35,   50,    9,   20,    1,   90,    9,  157,  121,    1,  183,   10,  113,    6,   32,   19, 1146,   11,   12,    9,   12,   19,10179,10199,    1,10159,   24,   56,   11,   75,    8,    7,   86,   97,   24,   69,   10
  260,19990702,  221,   18,   23,   30,    2,   10,   19,   70,   11,  182,  142,   24,  232,   16,  107,   24,   32,   19, 1243,    0,   -1,   -1,    6,   22,10154,10167,   11,10136,   24,   45,    7,   61,   17,    6,   87,   99,   24,   68,   16
  260,19990703,  221,   29,   43,   80,   14,   20,    1,  130,   13,  202,  140,    1,  272,   11,  105,    6,  104,   63, 2225,    3,   11,   11,   11,   41,10097,10128,    1,10070,   10,   15,   11,   80,   18,    5,   78,   99,    1,   62,   10
  260,19990704,  164,    9,   24,   50,   18,   20,    2,   90,   18,  192,  129,    3,  241,   17,   91,    6,   36,   22, 1436,   26,   97,   47,   24,   26,10103,10116,    8,10070,   24,   45,   23,   80,    1,    7,   82,   98,   23,   67,   11
  260,19990705,  293,   12,   19,   40,    1,   10,    4,   90,    1,  173,  155,   22,  193,    9,  153,   24,    1,    1,  472,   56,  153,   55,   12,    8,10090,10127,   22,10052,    1,   24,   19,   62,   15,    8,   97,   99,    2,   90,   14
  260,19990706,   25,   18,   20,   30,    9,   10,    1,   70,   13,  177,  132,    5,  220,   15,   94,   24,   71,   43, 2101,    0,    0,    0,    1,   37,10157,10194,   24,10125,    1,    7,    4,   75,   11,    6,   84,   99,    1,   62,   15
  260,19990707,  265,   11,   18,   30,   10,    0,    1,   80,   15,  178,  114,    4,  234,   17,   86,    6,   37,   22, 1600,    2,    5,    5,   15,   28,10231,10270,   23,10196,    1,    7,    3,   70,    1,    5,   86,  100,    2,   65,   14
  260,19990708,    9,   25,   28,   40,   17,   10,    5,   80,   16,  188,  148,   24,  230,   15,  138,   24,   76,   46, 1951,    0,    0,    0,    1,   35,10293,10304,   22,10271,    1,   57,    1,   70,   11,    4,   77,   93,   24,   60,   14
  260,19990709,   51,   32,   33,   50,   14,   20,    1,   90,   14,  197,  124,    4,  249,   16,  104,    6,  152,   92, 2795,    0,    0,    0,    1,   51,10282,10304,    2,10253,   24,   45,    3,   82,   12,    1,   70,   97,    3,   50,   15
  260,19990710,   41,   35,   35,   50,   15,   20,    3,  100,   16,  215,  140,    4,  271,   16,  118,    6,  131,   80, 2718,    0,    0,    0,    1,   51,10223,10250,    1,10199,   17,   81,    1,   83,   10,    4,   64,   78,   23,   51,   14
  260,19990711,   42,   39,   40,   60,   12,   20,    7,  120,   12,  234,  179,    5,  286,   14,  171,    6,  142,   86, 2691,    0,    0,    0,    1,   52,10186,10201,    6,10171,   24,   80,   20,   82,    1,    2,   65,   85,    4,   41,   12
  260,19990712,   17,   28,   30,   50,   16,   10,   23,   90,   16,  228,  174,    5,  281,   16,  168,    6,   76,   46, 2099,    0,    0,    0,    1,   40,10134,10167,    1,10100,   24,   62,   21,   80,    1,    4,   73,   89,   24,   53,   13
  260,19990713,  287,   24,   25,   40,   14,   10,    1,   80,   14,  198,  160,   23,  244,   13,  155,   24,   44,   27, 1814,    0,    0,    0,    1,   33,10067,10096,    1,10046,   24,   45,    8,   70,    1,    6,   87,   98,    3,   76,   13
  260,19990714,  266,   39,   39,   70,   12,   10,    2,  120,   12,  170,  132,   24,  200,   15,  128,   24,   56,   34, 1920,   15,   11,    8,   21,   33,10075,10109,   24,10041,    2,   45,    4,   84,   16,    7,   75,   96,   24,   51,   12
  260,19990715,  256,   30,   32,   50,   12,   10,   23,  100,   12,  165,  111,    5,  210,   16,   76,    6,   95,   58, 1950,    0,   -1,   -1,    2,   33,10130,10157,   24,10111,    2,   61,    8,   82,   14,    4,   73,   97,    4,   46,   13
  260,19990716,  238,   29,   30,   50,   11,   10,    1,  110,   13,  171,   95,    4,  228,   13,   52,    6,   94,   58, 2161,    0,    0,    0,    1,   37,10182,10198,   21,10158,    1,   48,    4,   82,   15,    5,   73,  100,    5,   50,   14
  260,19990717,  218,   26,   28,   40,    9,   10,   22,   80,   16,  184,  122,    3,  243,   18,   76,    6,   71,   44, 1791,    0,    0,    0,    1,   32,10185,10194,    1,10174,   19,   35,   24,   73,    1,    5,   81,   99,    3,   60,   16
  260,19990718,   99,    8,   20,   40,   19,    0,    5,   60,   18,  218,  121,    4,  292,   15,   86,    6,  109,   67, 2409,    0,    0,    0,    1,   45,10153,10176,    1,10129,   24,   13,    5,   75,   13,    2,   73,  100,    4,   43,   15
  260,19990719,  221,   22,   29,   50,   12,   10,    1,  110,   15,  223,  151,    4,  295,   15,  118,    6,   68,   42, 1817,    0,   -1,   -1,    8,   34,10113,10124,    1,10100,   18,   12,    4,   70,   23,    4,   73,   99,    3,   52,   15
  260,19990720,  216,   50,   52,   70,   13,   20,    5,  140,   13,  208,  165,    1,  255,   12,  128,    6,   47,   29, 1457,    5,    5,    4,   16,   27,10096,10109,    1,10083,   18,   58,    6,   80,   10,    5,   74,   85,   14,   57,   12
  260,19990721,  237,   55,   56,   80,   13,   40,    5,  160,   14,  170,  144,   24,  220,   13,  141,   24,   33,   21, 1240,   21,   16,   11,   24,   21,10118,10133,   15,10093,    1,   62,    5,   80,   11,    6,   73,   94,    5,   45,   16
  260,19990722,  275,   35,   41,   60,    8,   20,    2,  110,    8,  147,  124,    5,  176,    8,   94,    6,   27,   17,  798,   51,   55,   19,   13,   13,10157,10206,   24,10125,    4,   45,   14,   80,    7,    7,   85,   96,   13,   63,    8
  260,19990723,  302,   24,   28,   40,    9,   10,    6,   90,   10,  154,  128,    3,  193,   16,  110,   24,   35,   22, 1387,    0,   -1,   -1,    1,   23,10233,10244,   14,10210,    1,   70,    4,   80,    3,    7,   73,   89,    3,   56,   13
  260,19990724,  266,   18,   23,   40,   14,    0,   21,   80,   15,  200,  147,   24,  260,   13,  107,   24,  117,   73, 2416,    0,    0,    0,    1,   44,10226,10237,    1,10214,   24,   56,   24,   79,   18,    2,   73,   98,   24,   54,   13
  260,19990725,  342,   14,   29,   50,   16,   10,    1,   90,   16,  202,  131,    5,  280,   14,   94,    6,   68,   43, 2087,    0,    0,    0,    1,   38,10204,10213,   23,10192,   15,   35,    3,   80,   18,    4,   76,  100,    4,   48,   12
  260,19990726,   23,   42,   43,   60,   12,   20,    4,  110,   17,  170,  126,   24,  212,   16,  114,   24,  111,   70, 2091,    0,    0,    0,    1,   36,10232,10250,   23,10213,    1,   70,    5,   81,   18,    3,   68,   86,    1,   52,   13
  260,19990727,   35,   47,   47,   60,    8,   20,    4,  120,   12,  163,   85,    4,  213,   16,   46,    6,  141,   89, 2708,    0,    0,    0,    1,   46,10234,10248,    3,10218,   17,   75,    2,   80,    5,    1,   66,   95,    4,   48,   13
  260,19990728,   41,   49,   50,   70,   11,   40,    5,  130,   11,  190,  113,    5,  258,   14,  107,    6,  142,   90, 2728,    0,    0,    0,    1,   49,10215,10228,    1,10200,   17,   75,    3,   82,   11,    0,   64,   91,    5,   37,   13
  260,19990729,   64,   33,   34,   60,   11,   10,    4,  100,   11,  216,  122,    5,  280,   14,   80,    6,  144,   92, 2648,    0,    0,    0,    1,   50,10198,10214,    1,10180,   18,   70,    5,   84,    9,    1,   55,   94,    3,   29,   13
  260,19990730,   83,   27,   31,   50,   10,   20,    2,   90,   10,  231,  143,    5,  296,   14,   99,    6,  133,   85, 2471,    0,    0,    0,    1,   47,10164,10182,    1,10151,   17,   75,   24,   82,   18,    1,   50,   81,    4,   28,   11
  260,19990731,  100,   16,   25,   40,   13,   10,    1,   90,   13,  228,  146,    5,  306,   15,   96,    6,  106,   68, 2270,    0,   -1,   -1,   17,   43,10148,10155,    9,10138,   17,   70,    5,   80,   15,    5,   53,   83,   23,   27,   15
  350,19990701,  209,   30,   31,   50,    9,   20,    1,  100,   12,  152,   94,    4,  185,   17,   56,    6,   33,   20, 1092,    7,    4,    3,   12,   18,10183,10204,    1,10163,   24,   57,   12,   75,    8,    7,   84,   95,    4,   67,    9
  350,19990702,  221,   15,   20,   30,    5,   10,   14,   70,   11,  186,  143,    3,  243,   17,  100,   24,   57,   34, 1709,    0,    0,    0,    1,   30,10155,10170,   10,10129,   24,   25,   10,   65,    2,    5,   81,   97,   24,   61,   17
  350,19990703,  215,   25,   40,   60,    8,   20,    1,  110,   10,  209,  137,    1,  274,   10,  101,    6,   84,   51, 2099,    0,    0,    0,    1,   39,10098,10121,    1,10070,    9,   47,    1,   80,   13,    5,   73,   97,    1,   55,   12
  350,19990704,  132,    3,   20,   50,   24,   10,    4,   70,   24,  199,  147,    1,  248,   17,  102,    6,   29,   18, 1290,   28,  149,   81,   23,   23,10100,10117,    8,10059,   24,   20,   23,   75,    1,    7,   79,   98,   23,   64,   17
  350,19990705,  296,   21,   28,   40,    1,   10,    5,   80,   10,  172,  120,   24,  211,   16,   87,   24,   44,   27,  983,   29,   57,   22,   10,   17,10093,10124,   22,10052,    1,   15,    4,   75,   16,    6,   92,   99,   24,   74,   16
  350,19990706,   15,   25,   25,   40,    9,   10,    1,   80,   19,  178,  113,    1,  235,   14,   87,   24,   81,   49, 2283,    0,    0,    0,    1,   40,10155,10193,   23,10119,    1,    4,    4,   75,   10,    6,   81,   99,    1,   54,   16
  350,19990707,  280,   17,   22,   40,   15,    0,    3,   70,   15,  178,  112,    3,  243,   16,   72,    6,   39,   24, 1709,    4,    2,    2,   18,   30,10232,10269,   24,10197,    1,    5,    4,   62,   13,    6,   87,   99,    4,   61,   16
  350,19990708,   12,   32,   34,   50,   19,   20,    8,   80,   19,  186,  148,   24,  239,   16,  126,   24,   67,   41, 1899,    0,    0,    0,    1,   34,10291,10300,   10,10270,    1,   12,    1,   75,   19,    5,   78,   99,    1,   58,   17
  350,19990709,   46,   37,   39,   50,    9,   20,   21,  100,   14,  192,  121,    4,  252,   15,   91,    6,  144,   88, 2720,    0,    0,    0,    1,   49,10274,10298,    5,10243,   24,   45,    5,   75,    8,    2,   73,   97,    4,   49,   13
  350,19990710,   42,   41,   42,   70,   14,   20,    3,  100,   13,  212,  132,    4,  275,   15,   88,    6,  113,   69, 2586,    0,    0,    0,    1,   48,10212,10242,    3,10189,   17,   70,   15,   80,    6,    4,   68,   86,   23,   51,   14
  350,19990711,   45,   44,   45,   70,   11,   30,    4,  120,   10,  233,  168,    5,  292,   15,  132,   24,  143,   87, 2675,    0,    0,    0,    1,   51,10177,10192,    6,10163,   24,   70,   18,   75,    1,    2,   65,   90,    4,   43,   12
  350,19990712,   15,   40,   41,   60,   16,   20,    4,  100,   15,  235,  178,    1,  291,   15,  144,    6,  111,   68, 2385,    0,    0,    0,    1,   46,10128,10160,    1,10098,   24,   62,   24,   75,    1,    4,   71,   94,   24,   52,   15
  350,19990713,  285,   30,   33,   60,   14,   10,    3,  100,   14,  192,  153,    5,  258,   13,  115,    6,   50,   31, 2019,    0,    0,    0,    1,   36,10070,10095,    1,10052,   24,    9,    4,   65,   15,    5,   86,   99,    5,   72,   12
  350,19990714,  273,   40,   43,   80,   11,   20,    1,  150,   12,  166,  128,   24,  209,   13,  127,   24,   63,   39, 1951,   28,   97,   39,    4,   33,10082,10116,   24,10047,    2,   15,    4,   82,   12,    7,   80,   98,    4,   46,   13
  350,19990715,  253,   28,   32,   50,   11,   10,   22,   90,   14,  166,  110,    4,  219,   15,   79,    6,   92,   57, 1865,    0,   -1,   -1,   12,   32,10134,10157,   24,10116,    2,   35,    3,   80,   17,    4,   73,   98,    4,   46,   15
  350,19990716,  255,   26,   28,   50,   13,   10,   21,   90,   13,  175,  113,    2,  231,   14,   91,    6,   91,   56, 1908,    0,   -1,   -1,   12,   33,10186,10204,   23,10158,    1,   30,    5,   80,   14,    5,   73,   97,    4,   49,   14
  350,19990717,  250,   18,   23,   40,    7,   10,   20,   70,    9,  187,  121,    3,  252,   17,   91,    6,   97,   60, 2181,    0,    0,    0,    1,   39,10186,10198,    1,10173,   18,   25,   24,   70,    7,    3,   78,   96,    3,   58,   15
