# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 260:         5.180       52.100       1.90  DE BILT
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# EV24     = Potential evapotranspiration (Makkink) (in 0.1 mm); 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
# 
  350,20090718,  243,   42,   46,   70,   14,   20,   21,  130,    9,  161,  139,    3,  209,   17,  131,   24,   40,   25, 1319,   33,   31,   10,    8,   22,10093,10120,   22,10066,    4,   50,    6,   83,   15,    6,   78,   96,    8,   56,   16
  350,20090719,  234,   28,   34,   60,   11,   20,    4,  130,   11,  161,  131,    3,  207,   15,  119,   24,   50,   31, 1680,   36,   73,   16,   18,   28,10126,10139,   20,10103,    4,   45,   11,   82,   15,    7,   82,   97,    2,   57,   14
  350,20090720,  248,   34,   37,   60,   14,   10,   20,  110,   11,  174,  140,   23,  220,   15,  123,   24,   72,   45, 1986,    5,    6,    6,   11,   34,10152,10163,   15,10128,    3,   64,    8,   83,   13,    6,   73,   90,   22,   47,   14
  350,20090721,  157,   28,   28,   60,   14,    0,    2,  100,   14,  199,  108,    3,  291,   15,   79,    6,   55,   34, 1808,   16,   58,   38,   19,   33,10098,10151,    1,10048,   24,   45,   22,   83,   12,    6,   79,   99,   21,   49,   14
  350,20090722,  259,   19,   28,   50,   10,   10,    3,   90,   10,  199,  153,   24,  264,   15,  151,    6,   44,   28, 1686,   34,   93,   51,   22,   31,10047,10063,   11,10032,   23,   46,   21,   83,   16,    7,   82,   99,    1,   58,   14
  350,20090723,  234,   17,   21,   40,   13,   10,    2,   80,   10,  168,  150,    1,  206,   15,  146,   24,   15,    9,  959,   28,   37,   25,   10,   16,10054,10100,   24,10024,    6,   30,    4,   75,   15,    7,   93,   99,    1,   78,   14
  350,20090724,  235,   33,   35,   60,   12,   20,    3,  120,   12,  163,  120,    4,  218,   13,  110,    6,   59,   37, 1769,   20,   71,   48,   19,   30,10125,10155,   24,10103,    1,   56,   16,   83,   12,    6,   83,   96,    4,   59,   12
  350,20090725,  275,   35,   40,   70,   11,   10,   20,  120,   11,  166,  102,   24,  216,   13,   75,   24,  121,   77, 2206,    6,    6,    3,    3,   38,10209,10240,   22,10159,    1,   60,    4,   83,   11,    3,   77,   96,    4,   51,   15
  350,20090726,  206,   23,   24,   40,    8,    0,    2,   80,   15,  182,   92,    3,  247,   15,   55,    6,   76,   48, 2158,    0,    0,    0,    1,   38,10192,10232,    1,10140,   24,   65,    1,   83,   10,    4,   71,   97,    5,   45,   14
  350,20090727,  231,   27,   33,   60,   17,   10,    1,  110,   17,  177,  118,   22,  262,   11,  105,   24,   73,   46, 1566,   15,   12,    8,   16,   27,10124,10166,   24,10091,   11,   60,   15,   83,   12,    4,   78,   93,   24,   51,   12
  350,20090728,  216,   25,   30,   50,   11,   10,   19,  120,   17,  179,  122,    4,  230,   15,  114,    6,  101,   64, 2334,    0,    0,    0,    1,   41,10193,10205,    9,10169,    1,   61,    4,   83,   14,    5,   71,   97,    4,   45,   14
  350,20090729,  198,   23,   29,   60,   14,   10,    1,  120,   14,  198,  142,   24,  273,   15,  131,    6,   35,   22, 1734,    5,   20,   20,   23,   31,10144,10179,    1,10100,   22,   65,   23,   83,   16,    7,   66,   96,   24,   38,   14
  350,20090730,  254,   42,   45,   70,   10,   10,   21,  140,   17,  161,  110,   24,  208,   13,  101,   24,   80,   51, 1729,    8,    5,    2,   14,   29,10186,10236,   24,10111,    2,   65,    1,   82,   10,    5,   76,   94,    1,   52,   16
  350,20090731,  173,   19,   23,   30,    7,   10,   20,  110,   11,  158,   82,    3,  223,   15,   50,    6,  109,   70, 2336,    0,    0,    0,    1,   39,10220,10243,    7,10178,   24,   62,    2,   83,   18,    3,   72,   99,    2,   42,   17
